is_suspicious,CDESCR
,"WE PURCHASED CAR AS A COMPANY PROGRAM AND FOUND THINGS WRONG AT THAT TIME WHICH INDICATED CAR HAD BEEN IN SOME SORT OF ACCIDENT WHICH WE WERE NOT INFORMED OF TILL WE DISCOVERED THINGS LATER, SUCH AS INSIDE OF BACK RIM BENT, PIECES OF GLASS INSIDE BACK PAKAGE TRAY, RUBBER BUMPER MISSING ON 2 LEFT DOORS, AND AIR BAG WARNING WIRES UNHOOKED INSIDE STEERING WHEEL. AT 35000 MILES THE HEAD GASKET BLEW ON MOTOR(COVERED BY WARRANTY) THEN RIGHT AFTER WARRANTY RAN OUT AT 50000 MILES WE HAD 2 MASS AIR SENSORS FAIL, THEN THE IDLE CONTROL AND AT 56000 MILES FOUND LOW KNOCK IN ENGINE AND WHEN OPENED FOUND MANY WORN AND BAD PARTS IN ENGINE TO THE POINT WE HAD TO PUT NEW ENGINE IN CAR AT OUR OWN EXPENSE. DEALERS OR FORD MOTOR CO. WOULD NOT PAY ANY. CAR HAD ALWAYS BEEN SERVICED AT 2000 MILES SINCE WE'VE HAD IT AND DIDN'T USE ANY OIL. WE BELIEVE THIS FAILURE UNCALLED FOR AT THIS MILEAGE WITH THIS HIGH PRICED OF A CAR. THE LOCAL DEALER SHIP HAD 4 CARS IN THEIR SHOP AT THE SAME TIME WITH THIS 3.8 V6 ENGINE BEING REPLACED. ALSO FOUND A FORD VAN IN THE COMMUNITY AT A DIFERANT DEALER WITH SAME MOTOR OUT AT JUST UNDER 50000 MILE. SEEMS TO ME WITH THE CARE WE GAVE CAR AND THE DAMAGE FOUND TO THE CRANKSHAFT. PISTONS AND CAMSHAFT OF OUR ENGINE, THESE ENGINES MUST BE FAULTY FROM START."
,WHEN SEAT IS MOVED THE AIRBAG LIGHT COMES ON AND STAYS ON.  DEALER REFUSES TO FIX SAYING THAT PLACING PURSE ON SEAT BROKE THE SENSOR.  CAR WILL NOT SHIFT IN GEAR.  2ND OCCURRENCE.  FIRST TIME FIXED UNDER RECALL.  NOW DEALER REFUSES TO FIX SAME ISSUE. CONTACTED CHRYSLER CUSTOMER SERVICE AND RECEIVED NO ASSISTANCE.  *TR
0,"I WAS DRIVING ON THE HUTCHINSON RIVER PARKWAY IN NEW YORK AT MODERATE SPEED, EVERYTHING WAS FINE, AND SUDDENLY AND COMPLETELY LOST STEERING. EVERY OUNCE OF MY BEING WAS DIRECTED AT TRYING TO STEER, TO NO AVAIL. THE CAR WAS LIKE A BAD CARNIVAL RIDE CONDUCTED BY DEMONS.  I SMASHED INTO THE GUARD RAIL ON THE RIGHT SIDE OF THE HIGHWAY, CAROMED OFF IT, VEERED TO THE LEFT AND SMASHED INTO THE CONCRETE MEDIAN JERSEY BARRIER ON THE LEFT.  I WAS ABSOLUTELY CERTAIN I WAS ABOUT TO DIE.  THANKS TO THE BARRIER AND MY SEATBELT AND AIRBAGS (I HAVE SIDE-IMPACT AIRBAGS WHICH DID NOT DEPLOY, ONLY THE FRONT ONES DID - THERE WAS NO PASSENGER IN MY CAR), I DID NOT GO INTO ONCOMING TRAFFIC AS I BELIEVED I WAS ABOUT TO, WALKED AWAY FROM MY CAR AND AM SITTING HERE WRITING TO YOU NOW, QUITE BANGED UP AND BRUISED AND WITH A FRACTURED VERTEBRA BUT MIRACULOUSLY ALIVE.  MIRACULOUSLY ALSO, NO OTHER CARS WERE INVOLVED.  ***     SOMETHING FAILED IN MY CAR TO CAUSE THIS AND I WANT TO KNOW WHAT.  THERE WAS EITHER A TIRE OR MECHANICAL FAILURE OF SOME KIND.  (THE TIRES STILL HAD DECENT TREAD ON THEM.)  MY INSURANCE COMPANY SAYS THE CAR AND TIRES ARE SO DAMAGED FROM THE IMPACT THAT THEY CAN'T TELL WHAT CAUSED IT AND THEY SHOW NO INTEREST IN PURSUING IT. (IT DOES NOT APPEAR TO HAVE BEEN A BLOWOUT.)  I'M SURE SOMEONE WHO KNEW HOW COULD INVESTIGATE THE CAR AND FIND OUT WHAT FAILED.  IT SEEMS TO ME IT SHOULD BE OF INTEREST TO HONDA AND EVERYONE ELSE WHAT WENT WRONG HERE.  I HAVE NOTIFIED AMERICAN HONDA ABOUT THE ACCIDENT AND WAS ASSIGNED A CASE NUMBER, BUT THEY HAVE NOT GOTTEN BACK TO ME.   (P.S.  THE CAR HAS CRUISE CONTROL BUT I WAS NOT USING IT.)  *LA"
,"TL* THE CONTACT OWNS A 2007 HONDA FIT. WHILE DRIVING ON A MOUNTAINOUS ROAD APPROXIMATELY 30 MPH, THE STEERING WHEEL SEIZED WITHOUT WARNING. THE VEHICLE UNCONTROLLABLY TRAVELED OFF THE ROAD AND CRASHED INTO A FENCE. THE VEHICLE THEN TURNED COMPLETELY OVER AND LANDED BACK ON THE WHEELS. THE AIR BAGS DEPLOYED AND THE CONTACT AND FRONT SEAT PASSENGER SUSTAINED SEVERE INJURIES. BOTH WERE TRANSPORTED TO THE HOSPITAL BY MEDICAL EVACUATION. THE VEHICLE WAS DECLARED AS DESTROYED AND TOWED TO A COLLISION FACILITY. THE MANUFACTURER WAS NOTIFIED OF THE FAILURE. THE APPROXIMATE FAILURE MILEAGE WAS 40,000.  "
,"TL* -  THE CONTACT  STATED THAT  WHILE  DRIVING  THE 2003 PONTIAC GRAND PRIX ON A SUNNY DAY AT 35 MPH  A DEER RAN OUT IN FRONT OF THE VEHICLE HE SWERVED IN ORDER NOT TO HIT THE DEER AND  RAN INTO A TREE.  THE AIR BAG DEPLOYED, THE CAR CAUGHT ON FIRE AND WAS CONSUMED BY THE FIRE.  HE HAD A HARD TIME GETTING OUT THE  DRIVER'S  SIDE DOOR, IT WOULD NOT OPEN. HE HAD TO CRAWL OUT THROUGH THE BACK WINDOW.  THE FAILURE MILEAGE WAS 87000 MILES.*AK"
,"VEHICLE REAR ENDED ANOTHER VEHICLE AT APPROXIMATELY 45-50 MPH, AND BOTH AIR BAGS FAILED TO DEPLOY. DRIVER RECEIVED WHIPLASH IN NECK AND LOWER BACK. DEALER / MANUFACTURER NOTIFIED. PROVIDE FURTHER DETAILS.  *AK"
,"TL- THE CONTACT OWNS A 2006 TOYOTA SIENNA.  THE CONTACT NOTICED THAT THE AIR BAG WARNING LIGHT SUDDENLY ILLUMINATED INTERMITTENTLY.  THE DEALER OR MANUFACTURER HAD NOT BEEN NOTIFIED NOR WAS  THE VEHICLE DIAGNOSED OR REPAIRED.  THE CURRENT AND FAILURE MILEAGES WERE 94,000.  BW  "
,"2004 CHEVROLET COLORADO EXPERIENCING PROBLEMS WITH THE AIR BAGS, DEFECTIVE TIRES, BODY STRUCTURE, WATER LEAKAGE, ELECTRICAL PROBLEMS, AND SLIPPAGE OF THE AUTOMATIC TRANSMISSION.***NO ANSWER REQUIRED***.   *MR   THE STARTER WAS STUCK, THE WIRING HARNESS IN THE ROOF LAYING ON THE DOOR CAUSED A SHORT WHEN THE DOOR WAS FULLY OPENED, POWER MIRROR WAS INOPERATIVE, THE DOOR LOCKS OPENED ON THEIR OWN AND THERE WERE MISSING SCREWS IN THE FENDER.  THE CONSUMER REQUESTED REIMBURSEMENT FOR THE REPLACED TIRES AND FOR THE MISSING SCREWS.   *SC  THE MASTER SWITCH WA REPLACED AND THE SEAMS BEHIND THE BRAKE BOOSTER AREA WERE RESEALED.  *JB"
0,"2002 HONDA ODYSSEY. CONSUMER STATES AIR BAG LIGHT ILLUMINATED. *TGW  THE CONSUMER DISCOVERED A RECALL HAD BEEN ISSUED REGARDING THE AIR BAGS. HOWEVER, WHEN HE/SHE CONTACTED THE DEALER, HE/SHE WAS INFORMED SINCE THE VEHICLE HAD NOT BEEN IN AN ACCIDENT WHERE THE AIR BAGS DID NOT DEPLOY, THE RECALL DID NOT APPLY TO THE VEHICLE. *JB  "
,"NINE MONTHS AFTER THE POWER STEERING WHEEL TILT MOTOR FAILED, I AGAIN EXPERIENCED THE SAME FAILURE, LEAVING THE STEERING WHEEL LOCKED IN THE EXTREME-UP (""BUS-DRIVER"") POSITION.  NO WARNING; I JUST PUT THE KEY IN THE IGNITION AND THE WHEEL DID NOT COME DOWN (IT AUTOMATICALLY SWINGS UP OUT OF THE WAY WHEN YOU TAKE THE KEY OUT OF THE IGNITION).  THIS IS A SAFETY ISSUE BECAUSE, ALTHOUGH THE STEERING WHEEL TECHNICALLY STILL WORKS, IN ORDER TO DRIVE ONE HAS TO ELEVATE THE SEAT IN THE VERTICAL PLANE TO MAXIMUM AND THE STEERING WHEEL IS LIKE THAT OF A BUS.  THE SAFETY ISSUE IS THAT, WERE ONE TO BE INVOLVED IN A CRASH IN SUCH A POSITION, THE AIRBAG WOULD BE AIMED AT ONE'S CHIN, PROBABLY RESULTING IN A BROKEN NECK, AND THE ""BOTTOM"" OF THE STEERING WHEEL IS POINTED DIRECTLY AT THE MIDDLE OF ONE'S CHEST, BELOW THE STERNUM, PROBABLY RESULTING IN MASSIVE INTERNAL INJURIES OR, EASILY, IN DEATH. THE PREVIOUS FAILURE (NOV 12, 2004) WAS DEEMED TO BE A FAILED MOTOR; THE MOTOR WAS REPLACED AT A COST TO ME OF $363.33.  THIS FAILURE IS NOW DEEMED TO BE A FAILURE OF THE STEERING COLUMN ITSELF - THIS WILL COST ME ~$1600!!!!*AK"
,"ON THE 2012 JEEP WRANGLER (LHD) DASHBOARD, THE AIRBAG AND ESP WARNING LIGHT FLASHES ON EVERY OTHER MINUTE WITH A CHIME, AN INDICATION THAT THERE IS SOMETHING MALFUNCTIONING OR INTERFERING WITH THE VEHICLE'S AIRBAGS.THIS HAS BEEN A RECURRING ISSUE AND CONCERN FOR MANY 2008+ JEEP WRANGLER (LHD) OWNERS, INCLUDING MYSELF, AND HAS BEEN SHOWN TIME AND TIME AGAIN TO BE CAUSED BY A POORLY DESIGNED CLOCKSPRING WITHIN THE VEHICLE'S STEERING WHEEL. THIS FAULTY CLOCKSPRING IS THE CULPRIT FOR POTENTIAL AIRBAG FAILURES IN THE 2008 JEEP WRANGLER (LHD) DURING AN ACCIDENT OR PREMATURE DEPLOYMENT WHEN SIMPLY DRIVING AROUND, AS WELL AS HAZARDOUS, AND POTENTIALLY FATAL ESP INPUTS THAT CAN CAUSE THE JEEP TO STRIKE INTO OTHER VEHICLES AND/OR OBJECTS ON THE ROAD, AND POTENTIAL ROLL-OVERS. ALSO, IN THE CASE OF STEERING GEAR BOX FAILURES, THE CLOCKSPRING IS DESIGNED IN SUCH A WAY THAT IT WILL ALSO TAKE OUT THE CLOCKSPRING, EFFECTIVELY DOUBLING THE COST OF ANY REQUIRED REPAIRS. DAIMLER CHRYSLER HAS REFUSED TO ADDRESS THE RELIABILITY OR SAFETY CONCERNS FOR THIS ISSUE.  *TR"
,"WE BOUGHT OUR KIA WITH LESS THEN 10 MILES ON IT, RIGHT OFF THE SHOW ROOM FLOOR, WE HAVE HAD TO REPLACE PASSENGER SIDE HEADLAMPS (TOTAL TO DATE 5/15/2015) 15 TIMES, BOTH REAR TURN SIGNALS BULBS AND REAR BRAKE LIGHTS. THE AIR BAG LIGHT WOULD APPEAR ON THE DASHBOARD WHEN EVER THE PASSENGER SEAT WOULD BE MOVED AND NOW THE AIR BAG LIGHT ON THE DASHBOARD FLICKERED DRIVING HOME FROM WORK LAST NIGHT AND REMANDS ON.   *TR"
,HILE DRIVING VEHICLE AT 30 MPH WAS INVOLVED IN A HEAD-ON COLLISION.  THERE WAS NO DEPLOYMENT OF DRIVER'S OR PASSEGER'S SIDE AIRBAGS. VEHICLE HIT ON CENTER RIGHT FRONT ON DRIVERS SIDE.  *AK
,"TL* THE CONTACT OWNS A 2002 FORD FOCUS ZTW. THE CONTACT WAS DRIVING 25 MPH AND CRASHED INTO ANOTHER VEHICLE WHEN THE AIR BAGS FAILED TO DEPLOY.THE DRIVER SIDE SEAT BELT EXTENDED OUTWARD AND FAILED TO SECURE PROPERLY. THE CRASHED CAUSED ONE INJURY AND A POLICE REPORT WAS FILED. THE VEHICLE WAS TAKEN TO A PRIVATE MECHANIC AND THE MANUFACTURER WAS MADE AWARE OF THE FAILURE. THE VEHICLE WAS NOT REPAIRED. THE FAILURE AND THE CURRENT MILEAGES WERE 59,000.    "
,UNEXPLAINED AIRBAG DEPLOYMENT IN MY 1995 BUICK LASABRE .THIS MAY NOT BE THE EXACT DAY THE INCIDENT HAPPENED BUT CLOSE.  *AK
,"DRIVERS SIDE AIRBAG ASSEMBLY REPLACED APPROX. 3 WEEKS AGO.  ON 9/08/2001, WARNING LIGHT FLASHED AGAIN, LEADING US TO CONCLUDE THAT ANOTHER SYSTEM FAILURE OCCURRED.  *AK"
0,"TL*THE CONTACT OWNS A 1997 JEEP GRAND CHEROKEE LAREDO. WHILE DRIVING APPROXIMATELY 40 MPH, THE VEHICLE WAS INVOLVED IN A CRASH. THE AIR BAGS DID NOT DEPLOY. THE CONTACT WAS INJURED. A POLICE REPORT WAS FILED. THE VEHICLE WAS DESTROYED. THE MANUFACTURER STATED THAT THE AIR BAGS SHOULD HAVE DEPLOYED (AFTER INSPECTING) BUT WERE UNABLE TO DIAGNOSE THE REASON WHY THEY DID NOT. THE VEHICLE ALSO STALLED INTERMITTENTLY BEFORE THE CRASH. THE CURRENT AND FAILURE MILEAGES WERE APPROXIMATELY 136,000.    "
,DRIVER SIDE AIR BAG DEPLOYED WHEN THE CONSUMER TURNED THE KEY IN THE IGNITION ON THE 2004 CADILLAC CTS.*MR   THE CONSUMER SUSTAINED A BROKEN NOSE. THE AIR BAG DEPLOY INADVERTENTLY PRIOR TO THE CONSUMER RECEIVING THE RECALL NOTICE 05V-024000.  THE CONSUMER WAS TOLD THAT IT WAS GOING TO TAKE A WEEK FOR THE REPLACEMENT PART TO ARRIVE AT THE DEALER.  *NM
,WHILE DRIVING AT A LOW RATE OF SPEED  ON A DIRT ROAD THE AIRBAGS DEPLOYED.  DEALER NOTIFIED.  *AK
,"CONSUMER WAS TRAVELING ABOUT 30MPH ON THE HIGHWAY AND DRIVER IN CAR IN FRONT JAMMED ON HIS BRAKES.  CONSUMER  DIDN'T HAVE TIME TO STOP, AND RAN INTO THE BACK OF THE  VEHICLE IN FRONT.    UPON IMPACT,  DUAL AIRBAGS DIDN'T GO OFF.*AK"
,NO DEPLOYMENT OF AIRBAG DURING VEHICLE COLLISION.
,"WHILE DRIVING THE PASSENGER SIDE AIR BAGS TURN OFF EVEN WITH A PASSENGER IN THE SEAT AND IT DEACTIVATES AND ACTIVATES INTERMITTENTLY THROUGHOUT THE COURSE OF DRIVING. DEALERSHIP UNABLE TO DUPLICATE THE PROBLEM WHEN SERVICING SO I DON'T KNOW IF I ACTUALLY HAVE AIR BAGS WHEN PASSENGERS ARE PRESENT. I WAS TOLD THE CONTROL MODULE FOR THE AIR BAGS MAY BE BAD, SEEMS LIKE THIS IS A SERIOUS SAFETY ISSUE THAT SOMEBODY SHOULD BE ADDRESSING.  *TR"
,"TL* THE CONTACT OWNS A 2007 CADILLAC ESCALADE. THE CONTACT STATED THAT THE CHECK AIR BAG INDICATOR ILLUMINATED ON THE INSTRUMENT PANEL. THE VEHICLE WAS TAKEN TO AN INDEPENDENT MECHANIC FOR DIAGNOSTIC TESTING, BUT THE RESULTS WERE UNKNOWN. THE VEHICLE WAS NOT REPAIRED AND THE MANUFACTURER WAS NOT NOTIFIED. THE FAILURE MILEAGE WAS 118,000.   UPDATED 10/22/14*CN    THE CONSUMER STATED THE POWER/HEATED SEATS, DOOR HANDLES(3),  WHEEL BEARINGS, SHOCKS AND STRUTS, BRAKES, HEADLIGHTS, TRACTION CONTROL, AND ENGINE ALL HAVE FAILED AND WERE REPAIRED. THERE WAS ALSO RUST THAT RECURRED AFTER IT WAS REPAIRED.    UPDATED 05/19/2015 *JS"
0,"I WAS TRAVELING WESTBOUND ON STATE ROUTE 262 AT APPROXIMATELY 32 MILES PER HOUR WHEN I ENCOUNTERED A STOPPED VEHICLE.  I APPLIED THE BRAKES AND THE VEHICLE BEGAN AN INITIAL BRAKE AND THEN LURCHED FORWARD WITHOUT MY RELEASING MY FOOT FROM THE BRAKE PEDAL.   THIS CAUSED ME TO STRIKE THE VEHICLE IN FRONT OF ME.   THE AIR BAGS DID NOT DEPLOY NOR DID THE SEAT BELT PROPERLY RESTRAIN ME.  THIS CAUSED ME TO STRIKE THE STEERING WHEEL WITH MY CHEST AND STOMACH.   THE HAMILTON COUNTY POLICE OFFICE DOCUMENTED THAT THE AIR BAGS AND THE SEATBELT DID NOT PROPERLY FUNCTION.   I WAS SITED FOR FOLLOWING TO CLOSE EVEN THOUGH I FEEL THAT THE BRAKES FAILED.  I PLAN TO APPEAL THE TICKET DUE TO THIS REASONING IN COURT ON NOVEMBER 29, 2001.   THE SAFEY OF OTHER OWNERS/DRIVERS OF THESE VEHICLES IS WHAT PROMPTED ME TO WRITE.  I WOULD LIKE TO KNOW IF THERE HAVE BEEN OTHER FAILURES.  PLEASE SEND THEM TO MY E-MAIL ADDRESS: MBRUSMAN@CINERGY.COM       THANKS FOR YOUR TIME AND ATTENTION WITH THIS MATTER.*AK"
0,"WHILE DRIVING THE VEHICLE EXPERIENCED WINDSHIELD WIPER FAILURE, AFFECTING VISIBILITY AND CAUSING A FRONTAL ACCIDENT.  THE DRIVER'S AND PASSENGER'S AIR BAGS DID NOT DEPLOY, WHICH DID NOT PROTECT THE OCCUPANTS IN THIS ACCIDENT.  ALSO THE DRIVER AND PASSENGER WERE  SEATBELTED, BUT THE SHOULDER BELT DID NOT LOCK UP, CAUSING THE OCCUPANT TO HIT THE WINDSHIELD AND SUSTAIN INJURIES.  PRIOR TO ACCIDENT, HAD PROBLEMS WITH THE BRAKES, WHICH HAD BEEN REPLACED 4 TIMES, AND WITH THE AUTOMATIC WINDOW  GOING OFF TRACK. *AK.ET."
0,"WAS DRIVING AT APPROXIMATELY 40 MPH AND HIT ANOTHER VEHICLE WITH  FRONT END. UPON IMPACT, ,DUAL AIRBAGS DID NOT DEPLOY  WHICH COULD HAVE CAUSED INJUIRES.NO INDICATION  OF DEFECT.  *AK"
,"CONSUMER PLOWED INTO THE DRIVERS SIDE OF ANOTHER VEHICLE,  THE SEAT BELT FAILED TO PROPERLY RESTRAIN CONSUMER DURING IMPACT CAUSING HER HEAD TO HIT THE REARVIEW MIRROR, THERE WAS NO DEPLOYMENT OF AIR BAG DURING ACCIDENT, CONSUMER RECIEVED SEVERE WHIPLASH.  NLM"
0,"DRIVING ABOUT 50 MPH, WENT OFF SIDE OF ROAD, HIT FENCE, SPLIT BUMPER & BROKE GRILL AIR BAG DID NOT DEPLOY. 3RD ACCIDENT WHERE AIR BAG DID NOT DEPLOY.   *AK"
,"WHILE DRIVING, AIRBAG LIGHT STAYS ON, AND IT CAN BE USELESS IN EVENT OF A CRASH. CAUSE UNKNOWN. DEALER NOTIFIED.*AK   THE AIR BAG LIGHT ILLUMINATED AND THE DEALER REFUSED TO FIX WITHOUT COST OT THE CONSUMER.  HOWEVER, CONSUMER MENTIONED IT TO THE HOME OFFICE OF PORSCHE AND THEY AGREED TO REPAIR THE VEHICLE AT NO COST TO CONSUMER.  ALSO THE DRIVER SIDE BELT BUCKLE SWITCH NEEDED WIRING MODIFICATIONS.  BECAUSE OF PRICE, CONSUMER DECLINED REPAIRS AT THE TIME.  *JG"
,"2002 VW BEETLE. THE AIRBAG WARNING LIGHT IS ON. THE DIAGNOSIS IS THAT A WIRE TO THE DRIVER'S SIDE SEAT BELT LATCH IS BROKEN THEREFORE RELAYING THAT THE SEAT BELT IS NOT LATCHED (FALSE POSITIVE). WHEN THE AIR BAG LIGHT IS ON THE AIR BAG FUNCTION IS DISABLED. THE REPAIR IS NOT OF A WIRE, BUT OF THE ENTIRE SEAT BELT AT $250+. AT ANY TIME THIS IS A LOT BUT WHEN OUT OF A JOB MAY BE IMPOSSIBLE. AS MY COLLEGE-AGE DAUGHTER IS THE ONE IN THE SEAT, I AM LEFT WITHOUT MUCH CHOICE, BUT TO PAY FOR THE REPAIR. THIS IS THE THIRD TIME THE AIR BAG LIGHT HAS GONE ON, ALL WITH DIFFERENT DIAGNOSIS. WHY IS THIS NOT CONSIDERED A SAFETY ISSUE? THE TOPIC IS FREQUENT ON THE WEB. *TR"
,"DRIVING CAR IN FRONT STOPS FAST.  I TURN TO MISS BUT NOT ENOUGH, SO WE CRASHED.  NO AIR BAG COME ON, NO MOTOR KILL, NO FUEL KILL.  AND WE WHERE GOING 35 AT THE MAX.   *NM"
,"NO DEPLOYMENT OF BOTH FRONTAL AIRBAGS DURING COLLISION, TWO INJURIES DURING COLLISION.   *MJS"
,"DT*:  THE CONTACT STATED WHILE DRIVING 45 MPH THE VEHICLE IN FRONT SLOWED WITHOUT WARNING, THE CONTACT SWERVED TO THE RIGHT TO AVOID THE VEHICLE.  THE LEFT FRONT IMPACTED WITH THE RIGHT REAR OF THE SLOWED VEHICLE.  THE DRIVER SIDE AIR BAG DEPLOYED WITH EXTREME FORCE CAUSING THE CONTACTS HANDS TO BE REMOVED FROM THE STEERING WHEEL WHILE THE VEHICLE WAS STILL IN MOTION.  THE DEPLOYED AIR BAG ALSO OBSCURED THE CONTACTS VIEW.  THE VEHICLE THEN BECAME AIRBORNE OVER A DITCH AND CAME TO REST IN A FIELD.  THE VEHICLE WAS TOTALED.  SEAT BELTS WERE IN USE BY BOTH DRIVER AND PASSENGER HOWEVER INJURIES WERE SUSTAINED.  THERE WAS A POLICE REPORT FILED AT THE SCENE.  THE MANUFACTURER WAS CONTACTED AND STATED THE AIRBAG DEPLOYMENT WAS NORMAL FOR THIS TYPE OF IMPACT.      "
," I PURCHASED MY HONDA IN AL IN 2006. IN 2012, I RECEIVED A RECALL NOTICE ON THE POWER STEERING FEED HOSE. ONLY 1 DEALERSHIP WHERE I LIVE.   I TOOK MY CAR TO HAVE THEM INSPECT AND REPLACE THE EXISTING POWER STEERING FEED HOSE UNTIL THE NEW HOSES COULD BE MADE. A YOUNG MAN TO MY INFO AND I SAT  NEXT TO MY CAR.   THIS MAN SAID; ""YOUR POWER STEERING PUMP IS SHOT AND EVERYTHING IS GOING TO NEED TO BE REPLACED OVER $600.00.    THIS MAN LOOKED AT ANOTHER MAN  AND SAID;¿THIS WOMAN IS DIFFICULT.. THE OTHER MAN TOOK THE PAPERS, OPENED MY HOOD AND DID SEE THE STEERING FLUID  LEAKING AND SAID THE PART WAS NOT IN AND THEY DID NOT HAVE ANY REPLACEMENT PARTS FOR THE TEMPORARY FIX BUT ASSURED ME I WOULD BE NEXT IN LINE. NEVER HAPPENED!  I CALLED CORPORATE TO ISSUE A COMPLAINT.  I TOLD CUSTOMER SERVICE TO NOTE IN MY RECORDS, ""I WILL NEVER GO BACK TO THEM BECAUSE THEY LIE.  BUT KNOW, WHEN THE PART DOES COME IN, THEY WILL CHARGE CORPORATE.  A FEW MONTHS LATER, I CALLED  CORPORATE BACK  THEIR RECORDS SHOW THEY DID IN FACT CHARGE FOR A REPAIR TO MY AUTOMOBILE THAT NEVER TOOK PLACE.     I WAS TOLD BY CORPORATE  THAT THERE WAS NO ONE THAT COULD DO THE REPAIR BUT THE DEALERSHIP.  I SAID; ""I HAVE SOMEONE WHO I KNOW IS HONEST AND HAS WORKED ON HONDA AUTOMOBILES FOR OVER 20 YEARS.  WOULD YOU JUST SEND ME THE NEW PART AND LET HIM REPLACE IT?  SHE SAID; ""NO!  WE WILL HAVE AN ARBITRATOR WORK WITH YOU AND THE DEALERSHIP. NO WAY!  I AM DEMANDING TO RECEIVE A FREE POWER-STEERING FEED HOSE REPAIR KIT.  OF COURSE WITH THE YEAR OF DRIVING I WILL NOW HAVE TO HAVE THE POWER STEERING PUMP REPLACED..   I JUST READ ANOTHER RECALL IS ISSUED ON THE PASSENGER AIR BAG.    "
,A CRACK APPEARED ON THE DASH OF MY CAR AROUND THE OUTLINE OF THE PASSENGER AIRBAG. THE ENTIRE DASHBOARD HAS TO BE REPLACED. *TR
0,"ON  07-24-2000 I WAS FORCED TO SLAM ON MY BRAKES TO TRY TO AVOID HITTING THE REAR END OF A CHEVROLET S-10 PICKUP TRUCK .  MY ANTI-LOCK BRAKES LOCKED UP AND I SKIDDED ABOUT 20 FEET BEFORE IMPACTING THE REAR OF THE S-10 WHO HAD ALREADY HIT A RED VAN THAT SLAMMED ON BRAKES TO AVOID A DOG.  UPON IMPACT, MY AIR BAGS DID NOT DEPLOY.  BOTH MY PASSANGER AND I WERE WEARING SEATBELTS.  MY PASSANGER SUSTAINED WHIPLASH AND BOTH LEGS WERE INJURED FROM  UNDERNEATH DASH BOARD.  I ALSO SUSTAINED WHIPLASH TO MY NECK AND BACK.  I REPORTED THE ANTI-LOCK BRAKE AND AIR-BAGS FAILURES TO DAIMLER-CHRYSLER MANUFACTURE.  I WAS TOLD A SAFETY INSPECTOR WOULD CONTACT ME.  HE DID.  HIS NAME WAS DON WADE.  HE WANTED ME TO DRIVE THE JEEP TO A DEALERSHIP BUT I TOLD HIM HE COULD COME TO MY HOME AS I WAS AFRAID TO DRIVE THE VEHICLE AS IT WAS ALREADY A SAFETY HAZARD FROM MECHANICAL PROBLEMS CHRYSLER REFUSED TO FIX AND NOW WITH THE ANTI-LOCK BRAKES FAILING AND AIR BAGS NOT DEPLOYING, I WAS AFRAID TO PUT IT ON THE ROAD.  I ALSO TOLD HIM I WAS AFRAID IF I HIT A BUMP OR POTHOLE IN THE ROAD, THE AIR BAGS WOULD DEPLOY SINCE THEY DIDN'T UPON IMPACT.  HE IS SUPPOSED TO CALL ME AGAIN WITHIN THE NEXT TWO DAYS AND HE WAS NOT VERY NICE AT ALL.  CHRYSLER HAS ALREADY VIOLATED A MEDIATION DECISION ON THIS VEHICLE AND NOW THERE ARE THESE SAFETY ISSUES AS WELL.  I DO NOT TRUST DAIMLER CHRYSLER, THEIR DEALERSHIPS, ESPECIALLY CROSSROADS JEEP IN INDIANAPOLIS SINCE THEY HAVE ALREADY LIED AND REFUSED TO HONOR THE MEDIATOR'S SUPPOSEDLY BINDING DECISION ON PREVIOUS SAFETY ISSUE WITH THIS VEHICLE.  *AK"
,TL*THE CONTACT OWNS A 2002 CHEVROLET TRAILBLAZER. BOTH FRONT AIR BAGS DEPLOYED UPON STARTING THE VEHICLE. BOTH THE DRIVER AND PASSENGER SEATED IN THE FRONT SEAT WERE INJURED. THE VEHICLE WAS NOT TAKEN TO HAVE THE FAILURE DIAGNOSED. THE FAILURE AND CURRENT MILEAGES WERE UNAVAILABLE. 
,WHILE SITTING IN  CAR  THE DRIVER'S AIR BAG DEPLOYED FOR NO  REASON.*AK
